FECHA (YYMMDD);HORA (HHMM);Registros validados;Registros preliminares;Registros no validados;
230620;0000;83;;;
230621;0000;15;;;
230622;0000;14;;;
230623;0000;46;;;
230624;0000;41;;;
230625;0000;17;;;
230626;0000;30;;;
230627;0000;39;;;
230628;0000;88;;;
230629;0000;53;;;
230630;0000;67;;;
230701;0000;26;;;
230702;0000;17;;;
230703;0000;35;;;
230704;0000;16;;;
230705;0000;35;;;
230706;0000;105;;;
230707;0000;93;;;
230708;0000;16;;;
230709;0000;83;;;
230710;0000;56;;;
230711;0000;125;;;
230712;0000;89;;;
230713;0000;62;;;
230714;0000;31;;;
230715;0000;37;;;
230716;0000;105;;;
230717;0000;241;;;
230718;0000;164;;;
230719;0000;20;;;
230720;0000;14;;;
230721;0000;44;;;
230722;0000;90;;;
230723;0000;116;;;
230724;0000;25;;;
230725;0000;42;;;
230726;0000;114;;;
230727;0000;22;;;
230728;0000;13;;;
230729;0000;14;;;
230730;0000;63;;;
230731;0000;10;;;
230801;0000;26;;;
230802;0000;42;;;
230803;0000;75;;;
230804;0000;80;;;
230805;0000;52;;;
230806;0000;107;;;
230807;0000;139;;;
230808;0000;76;;;
230809;0000;25;;;
230810;0000;24;;;
230811;0000;68;;;
230812;0000;42;;;
230813;0000;;;;
230814;0000;8;;;
230815;0000;28;;;
230816;0000;29;;;
230817;0000;;;;
230818;0000;;;;
230819;0000;27;;;
230820;0000;32;;;
230821;0000;30;;;
230822;0000;42;;;
230823;0000;62;;;
230824;0000;105;;;
230825;0000;191;;;
230826;0000;197;;;
230827;0000;85;;;
230828;0000;61;;;
230829;0000;;;;
230830;0000;28;;;
230831;0000;20;;;
230901;0000;61;;;
230902;0000;103;;;
230903;0000;93;;;
230904;0000;86;;;
230905;0000;34;;;
230906;0000;15;;;
230907;0000;25;;;
230908;0000;31;;;
230909;0000;16;;;
230910;0000;36;;;
230911;0000;27;;;
230912;0000;30;;;
230913;0000;16;;;
230914;0000;11;;;
230915;0000;19;;;
230916;0000;27;;;
230917;0000;48;;;
230918;0000;42;;;
230919;0000;20;;;
230920;0000;30;;;
230921;0000;51;;;
230922;0000;35;;;
230923;0000;41;;;
230924;0000;56;;;
230925;0000;40;;;
230926;0000;18;;;
230927;0000;14;;;
230928;0000;28;;;
230929;0000;19;;;
230930;0000;30;;;
231001;0000;17;;;
231002;0000;18;;;
231003;0000;20;;;
231004;0000;28;;;
231005;0000;30;;;
231006;0000;15;;;
231007;0000;24;;;
231008;0000;16;;;
231009;0000;12;;;
231010;0000;14;;;
231011;0000;14;;;
231012;0000;21;;;
231013;0000;22;;;
231014;0000;8;;;
231015;0000;9;;;
231016;0000;10;;;
231017;0000;9;;;
231018;0000;22;;;
231019;0000;11;;;
231020;0000;11;;;
231021;0000;12;;;
231022;0000;;;10;
231023;0000;;;5;
231024;0000;;;4;
231025;0000;;;5;
231026;0000;10;;;
231027;0000;3;;;
231028;0000;7;;;
231029;0000;13;;;
231030;0000;22;;;
231031;0000;18;;;
231101;0000;20;;;
231102;0000;27;;;
231103;0000;18;;;
231104;0000;9;;;
231105;0000;4;;;
231106;0000;10;;;
231107;0000;7;;;
231108;0000;7;;;
231109;0000;8;;;
231110;0000;13;;;
231111;0000;13;;;
231112;0000;21;;;
231113;0000;31;;;
231114;0000;33;;;
231115;0000;8;;;
231116;0000;5;;;
231117;0000;10;;;
231118;0000;8;;;
231119;0000;3;;;
231120;0000;13;;;
231121;0000;9;;;
231122;0000;12;;;
231123;0000;5;;;
231124;0000;9;;;
231125;0000;8;;;
231126;0000;6;;;
231127;0000;5;;;
231128;0000;5;;;
231129;0000;9;;;
231130;0000;12;;;
231201;0000;8;;;
231202;0000;11;;;
231203;0000;17;;;
231204;0000;4;;;
231205;0000;4;;;
231206;0000;5;;;
231207;0000;5;;;
231208;0000;2;;;
231209;0000;2;;;
231210;0000;1;;;
231211;0000;2;;;
231212;0000;2;;;
231213;0000;3;;;
231214;0000;3;;;
231215;0000;2;;;
231216;0000;9;;;
231217;0000;10;;;
231218;0000;7;;;
231219;0000;2;;;
231220;0000;3;;;
231221;0000;1;;;
231222;0000;1;;;
231223;0000;2;;;
231224;0000;2;;;
231225;0000;1;;;
231226;0000;2;;;
231227;0000;2;;;
231228;0000;1;;;
231229;0000;2;;;
231230;0000;1;;;
231231;0000;3;;;
240101;0000;2;;;
240102;0000;1;;;
240103;0000;2;;;
240104;0000;2;;;
240105;0000;1;;;
240106;0000;1;;;
240107;0000;1;;;
240108;0000;4;;;
240109;0000;2;;;
240110;0000;2;;;
240111;0000;1;;;
240112;0000;1;;;
240113;0000;1;;;
240114;0000;1;;;
240115;0000;1;;;
240116;0000;1;;;
240117;0000;1;;;
240118;0000;4;;;
240119;0000;2;;;
240120;0000;3;;;
240121;0000;3;;;
240122;0000;2;;;
240123;0000;1;;;
240124;0000;2;;;
240125;0000;1;;;
240126;0000;1;;;
240127;0000;10;;;
240128;0000;3;;;
240129;0000;3;;;
240130;0000;6;;;
240131;0000;2;;;
240201;0000;1;;;
240202;0000;2;;;
240203;0000;2;;;
240204;0000;2;;;
240205;0000;7;;;
240206;0000;1;;;
240207;0000;4;;;
240208;0000;2;;;
240209;0000;2;;;
240210;0000;4;;;
240211;0000;2;;;
240212;0000;4;;;
240213;0000;5;;;
240214;0000;37;;;
240215;0000;13;;;
240216;0000;4;;;
240217;0000;2;;;
240218;0000;2;;;
240219;0000;2;;;
240220;0000;5;;;
240221;0000;2;;;
240222;0000;2;;;
240223;0000;3;;;
240224;0000;2;;;
240225;0000;1;;;
240226;0000;3;;;
240227;0000;2;;;
240228;0000;3;;;
240229;0000;;;;
240301;0000;;;;
240302;0000;5;;;
240303;0000;3;;;
240304;0000;4;;;
240305;0000;6;;;
240306;0000;6;;;
240307;0000;7;;;
240308;0000;5;;;
240309;0000;8;;;
240310;0000;4;;;
240311;0000;1;;;
240312;0000;4;;;
240313;0000;9;;;
240314;0000;20;;;
240315;0000;9;;;
240316;0000;12;;;
240317;0000;17;;;
240318;0000;14;;;
240319;0000;6;;;
240320;0000;18;;;
240321;0000;26;;;
240322;0000;18;;;
240323;0000;10;;;
240324;0000;8;;;
240325;0000;17;;;
240326;0000;8;;;
240327;0000;7;;;
240328;0000;13;;;
240329;0000;10;;;
240330;0000;19;;;
240331;0000;26;;;
240401;0000;76;;;
240402;0000;11;;;
240403;0000;17;;;
240404;0000;29;;;
240405;0000;16;;;
240406;0000;10;;;
240407;0000;4;;;
240408;0000;6;;;
240409;0000;6;;;
240410;0000;10;;;
240411;0000;20;;;
240412;0000;17;;;
240413;0000;20;;;
240414;0000;29;;;
240415;0000;24;;;
240416;0000;21;;;
240417;0000;47;;;
240418;0000;26;;;
240419;0000;22;;;
240420;0000;48;;;
240421;0000;46;;;
240422;0000;18;;;
240423;0000;33;;;
240424;0000;21;;;
240425;0000;10;;;
240426;0000;38;;;
240427;0000;35;;;
240428;0000;7;;;
240429;0000;9;;;
240430;0000;95;;;
240501;0000;77;;;
240502;0000;87;;;
240503;0000;38;;;
240504;0000;17;;;
240505;0000;7;;;
240506;0000;11;;;
240507;0000;43;;;
240508;0000;23;;;
240509;0000;30;;;
240510;0000;41;;;
240511;0000;51;;;
240512;0000;62;;;
240513;0000;88;;;
240514;0000;71;;;
240515;0000;224;;;
240516;0000;197;;;
240517;0000;156;;;
240518;0000;73;;;
240519;0000;25;;;
240520;0000;20;;;
240521;0000;85;;;
240522;0000;49;;;
240523;0000;129;;;
240524;0000;63;;;
240525;0000;141;;;
240526;0000;268;;;
240527;0000;289;;;
240528;0000;26;;;
240529;0000;216;;;
240530;0000;97;;;
240531;0000;53;;;
240601;0000;63;;;
240602;0000;54;;;
240603;0000;54;;;
240604;0000;18;;;
240605;0000;13;;;
240606;0000;10;;;
240607;0000;45;;;
240608;0000;22;;;
240609;0000;18;;;
240610;0000;8;;;
240611;0000;14;;;
240612;0000;8;;;
240613;0000;19;;;
240614;0000;28;;;
240615;0000;47;;;
240616;0000;31;;;
240617;0000;20;;;
240618;0000;94;;;
240619;0000;35;;;
240620;0000;11;;;
240621;0000;20;;;
240622;0000;20;;;
240623;0000;28;;;
240624;0000;111;;;
240625;0000;35;;;
240626;0000;9;;;
240627;0000;24;;;
240628;0000;63;;;
240629;0000;80;;;
240630;0000;36;;;
240701;0000;43;;;
240702;0000;98;;;
240703;0000;73;;;
240704;0000;131;;;
240705;0000;61;;;
240706;0000;133;;;
240707;0000;68;;;
240708;0000;21;;;
240709;0000;18;;;
240710;0000;26;;;
240711;0000;29;;;
240712;0000;37;;;
240713;0000;121;;;
240714;0000;46;;;
240715;0000;47;;;
240716;0000;124;;;
240717;0000;35;;;
240718;0000;27;;;
240719;0000;19;;;
240720;0000;76;;;
240721;0000;166;;;
240722;0000;59;;;
240723;0000;22;;;
240724;0000;13;;;
240725;0000;104;;;
240726;0000;59;;;
240727;0000;73;;;
240728;0000;105;;;
240729;0000;152;;;
240730;0000;;;;
240731;0000;40;;;
240801;0000;8;;;
240802;0000;9;;;
240803;0000;19;;;
240804;0000;16;;;
240805;0000;10;;;
240806;0000;135;;;
240807;0000;174;;;
240808;0000;52;;;
240809;0000;24;;;
240810;0000;21;;;
240811;0000;137;;;
240812;0000;78;;;
240813;0000;;;;
240814;0000;66;;;
240815;0000;57;;;
240816;0000;83;;;
240817;0000;67;;;
240818;0000;82;;;
240819;0000;75;;;
240820;0000;87;;;
240821;0000;50;;;
240822;0000;78;;;
240823;0000;73;;;
240824;0000;141;;;
240825;0000;66;;;
240826;0000;34;;;
240827;0000;56;;;
240828;0000;41;;;
240829;0000;19;;;
240830;0000;52;;;
240831;0000;46;;;
240901;0000;9;;;
240902;0000;12;;;
240903;0000;39;;;
240904;0000;108;;;
240905;0000;27;;;
240906;0000;14;;;
240907;0000;42;;;
240908;0000;42;;;
240909;0000;30;;;
240910;0000;23;;;
240911;0000;47;;;
240912;0000;36;;;
240913;0000;39;;;
240914;0000;62;;;
240915;0000;33;;;
240916;0000;64;;;
240917;0000;54;;;
240918;0000;47;;;
240919;0000;8;;;
240920;0000;6;;;
240921;0000;10;;;
240922;0000;23;;;
240923;0000;119;;;
240924;0000;13;;;
240925;0000;41;;;
240926;0000;60;;;
240927;0000;12;;;
240928;0000;9;;;
240929;0000;7;;;
240930;0000;11;;;
241001;0000;35;;;
241002;0000;32;;;
241003;0000;13;;;
241004;0000;29;;;
241005;0000;14;;;
241006;0000;49;;;
241007;0000;7;;;
241008;0000;;;10;
241009;0000;;;1;
241010;0000;;;2;
241011;0000;;;15;
241012;0000;21;;;
241013;0000;17;;;
241014;0000;12;;;
241015;0000;28;;;
241016;0000;24;;;
241017;0000;5;;;
241018;0000;19;;;
241019;0000;15;;;
241020;0000;7;;;
241021;0000;6;;;
241022;0000;5;;;
241023;0000;8;;;
241024;0000;3;;;
241025;0000;13;;;
241026;0000;7;;;
241027;0000;4;;;
241028;0000;4;;;
241029;0000;3;;;
241030;0000;6;;;
241031;0000;5;;;
241101;0000;6;;;
241102;0000;4;;;
241103;0000;7;;;
241104;0000;8;;;
241105;0000;4;;;
241106;0000;8;;;
241107;0000;9;;;
241108;0000;8;;;
241109;0000;7;;;
241110;0000;8;;;
241111;0000;12;;;
241112;0000;8;;;
241113;0000;6;;;
241114;0000;3;;;
241115;0000;9;;;
241116;0000;14;;;
241117;0000;5;;;
241118;0000;5;;;
241119;0000;8;;;
241120;0000;6;;;
241121;0000;6;;;
241122;0000;6;;;
241123;0000;6;;;
241124;0000;3;;;
241125;0000;11;;;
241126;0000;11;;;
241127;0000;15;;;
241128;0000;17;;;
241129;0000;4;;;
241130;0000;4;;;
241201;0000;5;;;
241202;0000;4;;;
241203;0000;4;;;
241204;0000;11;;;
241205;0000;3;;;
241206;0000;8;;;
241207;0000;7;;;
241208;0000;4;;;
241209;0000;7;;;
241210;0000;5;;;
241211;0000;5;;;
241212;0000;5;;;
241213;0000;6;;;
241214;0000;4;;;
241215;0000;6;;;
241216;0000;6;;;
241217;0000;5;;;
241218;0000;6;;;
241219;0000;6;;;
241220;0000;9;;;
241221;0000;7;;;
241222;0000;4;;;
241223;0000;2;;;
241224;0000;4;;;
241225;0000;5;;;
241226;0000;4;;;
241227;0000;6;;;
241228;0000;7;;;
241229;0000;5;;;
241230;0000;5;;;
241231;0000;10;;;
250101;0000;6;;;
250102;0000;5;;;
250103;0000;3;;;
250104;0000;2;;;
250105;0000;3;;;
250106;0000;4;;;
250107;0000;4;;;
250108;0000;5;;;
250109;0000;5;;;
250110;0000;5;;;
250111;0000;5;;;
250112;0000;7;;;
250113;0000;5;;;
250114;0000;8;;;
250115;0000;8;;;
250116;0000;4;;;
250117;0000;5;;;
250118;0000;4;;;
250119;0000;4;;;
250120;0000;4;;;
250121;0000;3;;;
250122;0000;6;;;
250123;0000;9;;;
250124;0000;4;;;
250125;0000;2;;;
250126;0000;3;;;
250127;0000;5;;;
250128;0000;4;;;
250129;0000;5;;;
250130;0000;4;;;
250131;0000;5;;;
250201;0000;4;;;
250202;0000;4;;;
250203;0000;5;;;
250204;0000;4;;;
250205;0000;5;;;
250206;0000;5;;;
250207;0000;6;;;
250208;0000;3;;;
250209;0000;3;;;
250210;0000;5;;;
250211;0000;3;;;
250212;0000;4;;;
250213;0000;4;;;
250214;0000;6;;;
250215;0000;4;;;
250216;0000;2;;;
250217;0000;5;;;
250218;0000;3;;;
250219;0000;5;;;
250220;0000;4;;;
250221;0000;3;;;
250222;0000;2;;;
250223;0000;2;;;
250224;0000;5;;;
250225;0000;4;;;
250226;0000;2;;;
250227;0000;5;;;
250228;0000;4;;;
250301;0000;4;;;
250302;0000;4;;;
250303;0000;4;;;
250304;0000;9;;;
250305;0000;7;;;
250306;0000;8;;;
250307;0000;10;;;
250308;0000;15;;;
250309;0000;8;;;
250310;0000;9;;;
250311;0000;6;;;
250312;0000;8;;;
250313;0000;7;;;
250314;0000;22;;;
250315;0000;14;;;
250316;0000;19;;;
250317;0000;10;;;
250318;0000;5;;;
250319;0000;9;;;
250320;0000;4;;;
250321;0000;4;;;
250322;0000;6;;;
250323;0000;6;;;
250324;0000;7;;;
250325;0000;8;;;
250326;0000;12;;;
250327;0000;9;;;
250328;0000;7;;;
250329;0000;7;;;
250330;0000;9;;;
250331;0000;14;;;
250401;0000;5;;;
250402;0000;10;;;
250403;0000;18;;;
250404;0000;32;;;
250405;0000;34;;;
250406;0000;22;;;
250407;0000;17;;;
250408;0000;15;;;
250409;0000;17;;;
250410;0000;7;;;
250411;0000;11;;;
250412;0000;27;;;
250413;0000;34;;;
250414;0000;42;;;
250415;0000;20;;;
250416;0000;22;;;
250417;0000;68;;;
250418;0000;58;;;
250419;0000;53;;;
250420;0000;31;;;
250421;0000;15;;;
250422;0000;15;;;
250423;0000;36;;;
250424;0000;33;;;
250425;0000;18;;;
250426;0000;16;;;
250427;0000;39;;;
250428;0000;26;;;
250429;0000;24;;;
250430;0000;22;;;
250501;0000;20;;;
250502;0000;26;;;
250503;0000;51;;;
250504;0000;51;;;
250505;0000;51;;;
250506;0000;11;;;
250507;0000;14;;;
250508;0000;11;;;
250509;0000;28;;;
250510;0000;53;;;
250511;0000;21;;;
250512;0000;17;;;
250513;0000;17;;;
250514;0000;21;;;
250515;0000;16;;;
250516;0000;9;;;
250517;0000;17;;;
250518;0000;51;;;
250519;0000;60;;;
250520;0000;65;;;
250521;0000;140;;;
250522;0000;56;;;
250523;0000;102;;;
250524;0000;28;;;
250525;0000;17;;;
250526;0000;83;;;
250527;0000;134;;;
250528;0000;127;;;
250529;0000;64;;;
250530;0000;84;;;
250531;0000;144;;;
250601;0000;36;;;
250602;0000;17;;;
250603;0000;24;;;
250604;0000;88;;;
250605;0000;56;;;
250606;0000;75;;;
250607;0000;84;;;
250608;0000;175;;;
250609;0000;76;;;
250610;0000;115;;;
250611;0000;84;;;
250612;0000;50;;;
250613;0000;68;;;
250614;0000;11;;;
250615;0000;20;;;
250616;0000;48;;;
250617;0000;127;;;
250618;0000;43;;;
250619;0000;17;;;
250620;0000;57;;;
250621;0000;16;;;
250622;0000;97;;;
250623;0000;81;;;
250624;0000;39;;;
250625;0000;70;;;
250626;0000;19;;;
250627;0000;52;;;
250628;0000;76;;;
250629;0000;141;;;
250630;0000;272;;;
250701;0000;273;;;
250702;0000;182;;;
250703;0000;68;;;
250704;0000;29;;;
250705;0000;51;;;
250706;0000;30;;;
250707;0000;33;;;
250708;0000;26;;;
250709;0000;89;;;
250710;0000;93;;;
250711;0000;135;;;
250712;0000;39;;;
250713;0000;35;;;
250714;0000;19;;;
250715;0000;119;;;
250716;0000;139;;;
250717;0000;52;;;
250718;0000;13;;;
250719;0000;52;;;
250720;0000;24;;;
250721;0000;54;;;
250722;0000;170;;;
250723;0000;127;;;
250724;0000;28;;;
250725;0000;45;;;
250726;0000;52;;;
250727;0000;51;;;
250728;0000;16;;;
250729;0000;13;;;
250730;0000;14;;;
250731;0000;16;;;
250801;0000;14;;;
250802;0000;15;;;
250803;0000;100;;;
250804;0000;98;;;
250805;0000;47;;;
250806;0000;82;;;
250807;0000;17;;;
250808;0000;128;;;
250809;0000;32;;;
250810;0000;16;;;
250811;0000;9;;;
250812;0000;62;;;
250813;0000;57;;;
250814;0000;69;;;
250815;0000;105;;;
250816;0000;82;;;
250817;0000;113;;;
250818;0000;50;;;
250819;0000;19;;;
250820;0000;17;;;
250821;0000;23;;;
250822;0000;43;;;
250823;0000;19;;;
250824;0000;11;;;
250825;0000;49;;;
250826;0000;62;;;
250827;0000;31;;;
250828;0000;36;;;
250829;0000;26;;;
250830;0000;69;;;
250831;0000;55;;;
250901;0000;12;;;
250902;0000;33;;;
250903;0000;18;;;
250904;0000;31;;;
250905;0000;31;;;
250906;0000;54;;;
250907;0000;28;;;
250908;0000;10;;;
250909;0000;20;;;
250910;0000;51;;;
250911;0000;85;;;
250912;0000;45;;;
250913;0000;26;;;
250914;0000;36;;;
250915;0000;19;;;
250916;0000;37;;;
250917;0000;32;;;
250918;0000;15;;;
250919;0000;30;;;
250920;0000;19;;;
250921;0000;21;;;
250922;0000;50;;;
250923;0000;61;;;
250924;0000;41;;;
250925;0000;26;;;
250926;0000;12;;;
250927;0000;8;;;
250928;0000;36;;;
250929;0000;13;;;
250930;0000;21;;;
251001;0000;26;;;
251002;0000;28;;;
251003;0000;8;;;
251004;0000;17;;;
251005;0000;34;;;
251006;0000;14;;;
251007;0000;18;;;
251008;0000;7;;;
251009;0000;15;;;
251010;0000;14;;;
251011;0000;13;;;
251012;0000;15;;;
251013;0000;16;;;
251014;0000;18;;;
251015;0000;23;;;
251016;0000;18;;;
251017;0000;16;;;
251018;0000;27;;;
251019;0000;21;;;
251020;0000;12;;;
251021;0000;15;;;
251022;0000;13;;;
251023;0000;10;;;
251024;0000;18;;;
251025;0000;9;;;
251026;0000;13;;;
251027;0000;11;;;
251028;0000;;;9;
251029;0000;;;2;
251030;0000;;;2;
251031;0000;;;6;
251101;0000;13;;;
251102;0000;6;;;
251103;0000;10;;;
251104;0000;9;;;
251105;0000;6;;;
251106;0000;10;;;
251107;0000;7;;;
251108;0000;8;;;
251109;0000;7;;;
251110;0000;9;;;
251111;0000;6;;;
251112;0000;8;;;
251113;0000;4;;;
251114;0000;4;;;
251115;0000;6;;;
251116;0000;5;;;
251117;0000;6;;;
251118;0000;10;;;
251119;0000;8;;;
251120;0000;3;;;
251121;0000;4;;;
251122;0000;5;;;
251123;0000;5;;;
251124;0000;5;;;
251125;0000;5;;;
251126;0000;5;;;
251127;0000;4;;;
251128;0000;5;;;
251129;0000;5;;;
251130;0000;5;;;
251201;0000;5;;;
251202;0000;4;;;
251203;0000;3;;;
251204;0000;4;;;
251205;0000;6;;;
251206;0000;4;;;
251207;0000;3;;;
251208;0000;3;;;
251209;0000;4;;;
251210;0000;3;;;
251211;0000;3;;;
251212;0000;4;;;
251213;0000;3;;;
251214;0000;3;;;
251215;0000;2;;;
251216;0000;3;;;
251217;0000;4;;;
251218;0000;3;;;
251219;0000;7;;;
251220;0000;6;;;
251221;0000;5;;;
251222;0000;4;;;
251223;0000;6;;;
251224;0000;4;;;
251225;0000;4;;;
251226;0000;3;;;
251227;0000;3;;;
251228;0000;2;;;
251229;0000;4;;;
251230;0000;3;;;
