FECHA (YYMMDD);HORA (HHMM);Registros validados;Registros preliminares;Registros no validados;
230620;0000;48;;;
230621;0000;19;;;
230622;0000;2;;;
230623;0000;2;;;
230624;0000;11;;;
230625;0000;5;;;
230626;0000;9;;;
230627;0000;27;;;
230628;0000;15;;;
230629;0000;48;;;
230630;0000;52;;;
230701;0000;23;;;
230702;0000;10;;;
230703;0000;10;;;
230704;0000;29;;;
230705;0000;41;;;
230706;0000;27;;;
230707;0000;19;;;
230708;0000;16;;;
230709;0000;34;;;
230710;0000;27;;;
230711;0000;34;;;
230712;0000;37;;;
230713;0000;61;;;
230714;0000;67;;;
230715;0000;25;;;
230716;0000;19;;;
230717;0000;53;;;
230718;0000;55;;;
230719;0000;38;;;
230720;0000;5;;;
230721;0000;9;;;
230722;0000;;;16;
230723;0000;;;40;
230724;0000;;;;
230725;0000;;;;
230726;0000;32;;;
230727;0000;37;;;
230728;0000;38;;;
230729;0000;33;;;
230730;0000;27;;;
230731;0000;19;;;
230801;0000;18;;;
230802;0000;15;;;
230803;0000;11;;;
230804;0000;18;;;
230805;0000;26;;;
230806;0000;38;;;
230807;0000;33;;;
230808;0000;44;;;
230809;0000;16;;;
230810;0000;7;;;
230811;0000;31;;;
230812;0000;29;;;
230813;0000;24;;;
230814;0000;43;;;
230815;0000;7;;;
230816;0000;6;;;
230817;0000;10;;;
230818;0000;35;;;
230819;0000;1;;;
230820;0000;3;;;
230821;0000;6;;;
230822;0000;11;;;
230823;0000;15;;;
230824;0000;15;;;
230825;0000;22;;;
230826;0000;28;;;
230827;0000;35;;;
230828;0000;42;;;
230829;0000;37;;;
230830;0000;15;;;
230831;0000;25;;;
230901;0000;;;6;
230902;0000;;;17;
230903;0000;15;;;
230904;0000;15;;;
230905;0000;12;;;
230906;0000;9;;;
230907;0000;16;;;
230908;0000;17;;;
230909;0000;4;;;
230910;0000;2;;;
230911;0000;28;;;
230912;0000;16;;;
230913;0000;14;;;
230914;0000;5;;;
230915;0000;3;;;
230916;0000;4;;;
230917;0000;23;;;
230918;0000;14;;;
230919;0000;9;;;
230920;0000;10;;;
230921;0000;7;;;
230922;0000;7;;;
230923;0000;8;;;
230924;0000;16;;;
230925;0000;;;;
230926;0000;;;16;
230927;0000;7;;;
230928;0000;4;;;
230929;0000;5;;;
230930;0000;8;;;
231001;0000;3;;;
231002;0000;12;;;
231003;0000;10;;;
231004;0000;9;;;
231005;0000;5;;;
231006;0000;8;;;
231007;0000;11;;;
231008;0000;15;;;
231009;0000;6;;;
231010;0000;5;;;
231011;0000;9;;;
231012;0000;14;;;
231013;0000;12;;;
231014;0000;17;;;
231015;0000;;;8;
231016;0000;9;;;
231017;0000;9;;;
231018;0000;10;;;
231019;0000;11;;;
231020;0000;;;;
231021;0000;13;;;
231022;0000;20;;;
231023;0000;7;;;
231024;0000;9;;;
231025;0000;9;;;
231026;0000;7;;;
231027;0000;3;;;
231028;0000;4;;;
231029;0000;10;;;
231030;0000;11;;;
231031;0000;7;;;
231101;0000;11;;;
231102;0000;6;;;
231103;0000;7;;;
231104;0000;7;;;
231105;0000;3;;;
231106;0000;5;;;
231107;0000;3;;;
231108;0000;3;;;
231109;0000;4;;;
231110;0000;4;;;
231111;0000;4;;;
231112;0000;7;;;
231113;0000;;;;
231114;0000;3;;;
231115;0000;4;;;
231116;0000;3;;;
231117;0000;5;;;
231118;0000;9;;;
231119;0000;8;;;
231120;0000;4;;;
231121;0000;4;;;
231122;0000;3;;;
231123;0000;8;;;
231124;0000;;;6;
231125;0000;;;1;
231126;0000;;;1;
231127;0000;;;1;
231128;0000;5;;;
231129;0000;10;;;
231130;0000;8;;;
231201;0000;2;;;
231202;0000;5;;;
231203;0000;;;;
231204;0000;8;;;
231205;0000;;;8;
231206;0000;;;;
231207;0000;8;;;
231208;0000;5;;;
231209;0000;4;;;
231210;0000;4;;;
231211;0000;4;;;
231212;0000;5;;;
231213;0000;5;;;
231214;0000;5;;;
231215;0000;2;;;
231216;0000;3;;;
231217;0000;3;;;
231218;0000;3;;;
231219;0000;10;;;
231220;0000;10;;;
231221;0000;9;;;
231222;0000;6;;;
231223;0000;6;;;
231224;0000;15;;;
231225;0000;8;;;
231226;0000;10;;;
231227;0000;5;;;
231228;0000;8;;;
231229;0000;6;;;
231230;0000;4;;;
231231;0000;7;;;
240101;0000;9;;;
240102;0000;6;;;
240103;0000;6;;;
240104;0000;7;;;
240105;0000;8;;;
240106;0000;1;;;
240107;0000;1;;;
240108;0000;1;;;
240109;0000;2;;;
240110;0000;3;;;
240111;0000;5;;;
240112;0000;3;;;
240113;0000;3;;;
240114;0000;2;;;
240115;0000;2;;;
240116;0000;3;;;
240117;0000;;;;
240118;0000;4;;;
240119;0000;4;;;
240120;0000;9;;;
240121;0000;10;;;
240122;0000;10;;;
240123;0000;7;;;
240124;0000;4;;;
240125;0000;5;;;
240126;0000;5;;;
240127;0000;4;;;
240128;0000;8;;;
240129;0000;6;;;
240130;0000;5;;;
240131;0000;3;;;
240201;0000;4;;;
240202;0000;1;;;
240203;0000;2;;;
240204;0000;11;;;
240205;0000;7;;;
240206;0000;1;;;
240207;0000;7;;;
240208;0000;4;;;
240209;0000;9;;;
240210;0000;5;;;
240211;0000;3;;;
240212;0000;3;;;
240213;0000;9;;;
240214;0000;6;;;
240215;0000;4;;;
240216;0000;3;;;
240217;0000;3;;;
240218;0000;4;;;
240219;0000;8;;;
240220;0000;3;;;
240221;0000;4;;;
240222;0000;2;;;
240223;0000;2;;;
240224;0000;4;;;
240225;0000;5;;;
240226;0000;1;;;
240227;0000;1;;;
240228;0000;2;;;
240229;0000;3;;;
240301;0000;4;;;
240302;0000;4;;;
240303;0000;7;;;
240304;0000;8;;;
240305;0000;8;;;
240306;0000;10;;;
240307;0000;5;;;
240308;0000;2;;;
240309;0000;2;;;
240310;0000;6;;;
240311;0000;2;;;
240312;0000;2;;;
240313;0000;;;1;
240314;0000;3;;;
240315;0000;4;;;
240316;0000;3;;;
240317;0000;5;;;
240318;0000;4;;;
240319;0000;3;;;
240320;0000;2;;;
240321;0000;3;;;
240322;0000;4;;;
240323;0000;4;;;
240324;0000;3;;;
240325;0000;3;;;
240326;0000;2;;;
240327;0000;5;;;
240328;0000;10;;;
240329;0000;7;;;
240330;0000;2;;;
240331;0000;5;;;
240401;0000;5;;;
240402;0000;3;;;
240403;0000;4;;;
240404;0000;6;;;
240405;0000;5;;;
240406;0000;9;;;
240407;0000;7;;;
240408;0000;6;;;
240409;0000;4;;;
240410;0000;10;;;
240411;0000;6;;;
240412;0000;24;;;
240413;0000;19;;;
240414;0000;16;;;
240415;0000;6;;;
240416;0000;4;;;
240417;0000;8;;;
240418;0000;6;;;
240419;0000;18;;;
240420;0000;19;;;
240421;0000;12;;;
240422;0000;15;;;
240423;0000;34;;;
240424;0000;26;;;
240425;0000;7;;;
240426;0000;17;;;
240427;0000;24;;;
240428;0000;15;;;
240429;0000;3;;;
240430;0000;5;;;
240501;0000;;;17;
240502;0000;28;;;
240503;0000;20;;;
240504;0000;4;;;
240505;0000;12;;;
240506;0000;11;;;
240507;0000;25;;;
240508;0000;27;;;
240509;0000;51;;;
240510;0000;57;;;
240511;0000;56;;;
240512;0000;50;;;
240513;0000;37;;;
240514;0000;46;;;
240515;0000;70;;;
240516;0000;60;;;
240517;0000;76;;;
240518;0000;76;;;
240519;0000;48;;;
240520;0000;35;;;
240521;0000;62;;;
240522;0000;32;;;
240523;0000;34;;;
240524;0000;59;;;
240525;0000;43;;;
240526;0000;66;;;
240527;0000;59;;;
240528;0000;;;;
240529;0000;12;;;
240530;0000;24;;;
240531;0000;41;;;
240601;0000;32;;;
240602;0000;16;;;
240603;0000;45;;;
240604;0000;23;;;
240605;0000;8;;;
240606;0000;8;;;
240607;0000;18;;;
240608;0000;14;;;
240609;0000;7;;;
240610;0000;6;;;
240611;0000;5;;;
240612;0000;4;;;
240613;0000;7;;;
240614;0000;8;;;
240615;0000;36;;;
240616;0000;14;;;
240617;0000;5;;;
240618;0000;15;;;
240619;0000;28;;;
240620;0000;5;;;
240621;0000;9;;;
240622;0000;26;;;
240623;0000;26;;;
240624;0000;36;;;
240625;0000;30;;;
240626;0000;9;;;
240627;0000;21;;;
240628;0000;17;;;
240629;0000;20;;;
240630;0000;34;;;
240701;0000;20;;;
240702;0000;21;;;
240703;0000;33;;;
240704;0000;39;;;
240705;0000;28;;;
240706;0000;58;;;
240707;0000;56;;;
240708;0000;56;;;
240709;0000;92;;;
240710;0000;61;;;
240711;0000;63;;;
240712;0000;45;;;
240713;0000;88;;;
240714;0000;38;;;
240715;0000;34;;;
240716;0000;41;;;
240717;0000;30;;;
240718;0000;;;;
240719;0000;42;;;
240720;0000;73;;;
240721;0000;55;;;
240722;0000;64;;;
240723;0000;44;;;
240724;0000;39;;;
240725;0000;17;;;
240726;0000;30;;;
240727;0000;26;;;
240728;0000;18;;;
240729;0000;29;;;
240730;0000;47;;;
240731;0000;17;;;
240801;0000;5;;;
240802;0000;7;;;
240803;0000;21;;;
240804;0000;15;;;
240805;0000;19;;;
240806;0000;48;;;
240807;0000;27;;;
240808;0000;23;;;
240809;0000;30;;;
240810;0000;25;;;
240811;0000;12;;;
240812;0000;42;;;
240813;0000;44;;;
240814;0000;20;;;
240815;0000;29;;;
240816;0000;36;;;
240817;0000;22;;;
240818;0000;33;;;
240819;0000;58;;;
240820;0000;19;;;
240821;0000;9;;;
240822;0000;17;;;
240823;0000;21;;;
240824;0000;20;;;
240825;0000;23;;;
240826;0000;18;;;
240827;0000;31;;;
240828;0000;40;;;
240829;0000;24;;;
240830;0000;28;;;
240831;0000;29;;;
240901;0000;11;;;
240902;0000;16;;;
240903;0000;24;;;
240904;0000;40;;;
240905;0000;22;;;
240906;0000;5;;;
240907;0000;12;;;
240908;0000;12;;;
240909;0000;21;;;
240910;0000;15;;;
240911;0000;21;;;
240912;0000;25;;;
240913;0000;28;;;
240914;0000;10;;;
240915;0000;10;;;
240916;0000;16;;;
240917;0000;25;;;
240918;0000;11;;;
240919;0000;5;;;
240920;0000;5;;;
240921;0000;6;;;
240922;0000;6;;;
240923;0000;6;;;
240924;0000;8;;;
240925;0000;9;;;
240926;0000;12;;;
240927;0000;16;;;
240928;0000;11;;;
240929;0000;6;;;
240930;0000;4;;;
241001;0000;10;;;
241002;0000;11;;;
241003;0000;10;;;
241004;0000;20;;;
241005;0000;15;;;
241006;0000;27;;;
241007;0000;12;;;
241008;0000;12;;;
241009;0000;13;;;
241010;0000;8;;;
241011;0000;6;;;
241012;0000;5;;;
241013;0000;5;;;
241014;0000;6;;;
241015;0000;9;;;
241016;0000;4;;;
241017;0000;5;;;
241018;0000;8;;;
241019;0000;4;;;
241020;0000;4;;;
241021;0000;6;;;
241022;0000;6;;;
241023;0000;15;;;
241024;0000;9;;;
241025;0000;5;;;
241026;0000;11;;;
241027;0000;8;;;
241028;0000;6;;;
241029;0000;7;;;
241030;0000;8;;;
241031;0000;9;;;
241101;0000;6;;;
241102;0000;7;;;
241103;0000;4;;;
241104;0000;6;;;
241105;0000;5;;;
241106;0000;6;;;
241107;0000;9;;;
241108;0000;5;;;
241109;0000;3;;;
241110;0000;4;;;
241111;0000;4;;;
241112;0000;6;;;
241113;0000;4;;;
241114;0000;7;;;
241115;0000;;;1;
241116;0000;;;0;
241117;0000;;;0;
241118;0000;;;3;
241119;0000;6;;;
241120;0000;5;;;
241121;0000;6;;;
241122;0000;4;;;
241123;0000;5;;;
241124;0000;2;;;
241125;0000;3;;;
241126;0000;4;;;
241127;0000;2;;;
241128;0000;3;;;
241129;0000;4;;;
241130;0000;6;;;
241201;0000;1;;;
241202;0000;6;;;
241203;0000;6;;;
241204;0000;5;;;
241205;0000;2;;;
241206;0000;3;;;
241207;0000;9;;;
241208;0000;4;;;
241209;0000;6;;;
241210;0000;6;;;
241211;0000;3;;;
241212;0000;4;;;
241213;0000;4;;;
241214;0000;8;;;
241215;0000;11;;;
241216;0000;4;;;
241217;0000;6;;;
241218;0000;5;;;
241219;0000;4;;;
241220;0000;2;;;
241221;0000;4;;;
241222;0000;6;;;
241223;0000;5;;;
241224;0000;4;;;
241225;0000;10;;;
241226;0000;2;;;
241227;0000;8;;;
241228;0000;10;;;
241229;0000;11;;;
241230;0000;5;;;
241231;0000;5;;;
250101;0000;4;;;
250102;0000;5;;;
250103;0000;7;;;
250104;0000;6;;;
250105;0000;9;;;
250106;0000;8;;;
250107;0000;5;;;
250108;0000;4;;;
250109;0000;7;;;
250110;0000;7;;;
250111;0000;5;;;
250112;0000;6;;;
250113;0000;6;;;
250114;0000;6;;;
250115;0000;2;;;
250116;0000;5;;;
250117;0000;3;;;
250118;0000;4;;;
250119;0000;5;;;
250120;0000;9;;;
250121;0000;3;;;
250122;0000;3;;;
250123;0000;3;;;
250124;0000;4;;;
250125;0000;5;;;
250126;0000;4;;;
250127;0000;5;;;
250128;0000;9;;;
250129;0000;7;;;
250130;0000;4;;;
250131;0000;4;;;
250201;0000;9;;;
250202;0000;2;;;
250203;0000;4;;;
250204;0000;8;;;
250205;0000;4;;;
250206;0000;4;;;
250207;0000;11;;;
250208;0000;16;;;
250209;0000;11;;;
250210;0000;20;;;
250211;0000;34;;;
250212;0000;29;;;
250213;0000;14;;;
250214;0000;7;;;
250215;0000;7;;;
250216;0000;6;;;
250217;0000;4;;;
250218;0000;9;;;
250219;0000;7;;;
250220;0000;2;;;
250221;0000;3;;;
250222;0000;3;;;
250223;0000;2;;;
250224;0000;3;;;
250225;0000;;;5;
250226;0000;6;;;
250227;0000;4;;;
250228;0000;2;;;
250301;0000;2;;;
250302;0000;2;;;
250303;0000;2;;;
250304;0000;3;;;
250305;0000;3;;;
250306;0000;2;;;
250307;0000;2;;;
250308;0000;4;;;
250309;0000;3;;;
250310;0000;3;;;
250311;0000;4;;;
250312;0000;7;;;
250313;0000;8;;;
250314;0000;11;;;
250315;0000;8;;;
250316;0000;8;;;
250317;0000;6;;;
250318;0000;6;;;
250319;0000;9;;;
250320;0000;5;;;
250321;0000;2;;;
250322;0000;6;;;
250323;0000;10;;;
250324;0000;56;;;
250325;0000;20;;;
250326;0000;23;;;
250327;0000;10;;;
250328;0000;3;;;
250329;0000;2;;;
250330;0000;5;;;
250331;0000;8;;;
250401;0000;7;;;
250402;0000;5;;;
250403;0000;5;;;
250404;0000;6;;;
250405;0000;7;;;
250406;0000;10;;;
250407;0000;16;;;
250408;0000;19;;;
250409;0000;6;;;
250410;0000;6;;;
250411;0000;9;;;
250412;0000;13;;;
250413;0000;16;;;
250414;0000;7;;;
250415;0000;12;;;
250416;0000;14;;;
250417;0000;8;;;
250418;0000;13;;;
250419;0000;27;;;
250420;0000;27;;;
250421;0000;10;;;
250422;0000;5;;;
250423;0000;8;;;
250424;0000;3;;;
250425;0000;17;;;
250426;0000;27;;;
250427;0000;16;;;
250428;0000;21;;;
250429;0000;60;;;
250430;0000;20;;;
250501;0000;35;;;
250502;0000;28;;;
250503;0000;31;;;
250504;0000;15;;;
250505;0000;41;;;
250506;0000;31;;;
250507;0000;32;;;
250508;0000;12;;;
250509;0000;13;;;
250510;0000;36;;;
250511;0000;20;;;
250512;0000;38;;;
250513;0000;31;;;
250514;0000;21;;;
250515;0000;34;;;
250516;0000;9;;;
250517;0000;27;;;
250518;0000;61;;;
250519;0000;26;;;
250520;0000;20;;;
250521;0000;30;;;
250522;0000;41;;;
250523;0000;48;;;
250524;0000;42;;;
250525;0000;16;;;
250526;0000;27;;;
250527;0000;31;;;
250528;0000;16;;;
250529;0000;45;;;
250530;0000;21;;;
250531;0000;17;;;
250601;0000;46;;;
250602;0000;54;;;
250603;0000;70;;;
250604;0000;41;;;
250605;0000;55;;;
250606;0000;27;;;
250607;0000;50;;;
250608;0000;42;;;
250609;0000;47;;;
250610;0000;35;;;
250611;0000;14;;;
250612;0000;16;;;
250613;0000;28;;;
250614;0000;15;;;
250615;0000;19;;;
250616;0000;23;;;
250617;0000;30;;;
250618;0000;39;;;
250619;0000;36;;;
250620;0000;27;;;
250621;0000;14;;;
250622;0000;43;;;
250623;0000;42;;;
250624;0000;36;;;
250625;0000;38;;;
250626;0000;35;;;
250627;0000;52;;;
250628;0000;36;;;
250629;0000;19;;;
250630;0000;24;;;
250701;0000;42;;;
250702;0000;53;;;
250703;0000;53;;;
250704;0000;61;;;
250705;0000;21;;;
250706;0000;6;;;
250707;0000;27;;;
250708;0000;27;;;
250709;0000;55;;;
250710;0000;43;;;
250711;0000;32;;;
250712;0000;22;;;
250713;0000;16;;;
250714;0000;24;;;
250715;0000;29;;;
250716;0000;29;;;
250717;0000;33;;;
250718;0000;27;;;
250719;0000;45;;;
250720;0000;46;;;
250721;0000;29;;;
250722;0000;20;;;
250723;0000;27;;;
250724;0000;16;;;
250725;0000;10;;;
250726;0000;19;;;
250727;0000;7;;;
250728;0000;25;;;
250729;0000;19;;;
250730;0000;5;;;
250731;0000;7;;;
250801;0000;9;;;
250802;0000;23;;;
250803;0000;38;;;
250804;0000;24;;;
250805;0000;42;;;
250806;0000;32;;;
250807;0000;26;;;
250808;0000;18;;;
250809;0000;24;;;
250810;0000;25;;;
250811;0000;22;;;
250812;0000;12;;;
250813;0000;16;;;
250814;0000;15;;;
250815;0000;17;;;
250816;0000;19;;;
250817;0000;23;;;
250818;0000;20;;;
250819;0000;20;;;
250820;0000;5;;;
250821;0000;8;;;
250822;0000;16;;;
250823;0000;15;;;
250824;0000;30;;;
250825;0000;11;;;
250826;0000;13;;;
250827;0000;15;;;
250828;0000;10;;;
250829;0000;25;;;
250830;0000;27;;;
250831;0000;22;;;
250901;0000;12;;;
250902;0000;15;;;
250903;0000;15;;;
250904;0000;25;;;
250905;0000;19;;;
250906;0000;16;;;
250907;0000;17;;;
250908;0000;11;;;
250909;0000;4;;;
250910;0000;21;;;
250911;0000;21;;;
250912;0000;23;;;
250913;0000;9;;;
250914;0000;13;;;
250915;0000;13;;;
250916;0000;13;;;
250917;0000;13;;;
250918;0000;7;;;
250919;0000;5;;;
250920;0000;11;;;
250921;0000;15;;;
250922;0000;10;;;
250923;0000;11;;;
250924;0000;10;;;
250925;0000;7;;;
250926;0000;7;;;
250927;0000;8;;;
250928;0000;12;;;
250929;0000;13;;;
250930;0000;9;;;
251001;0000;12;;;
251002;0000;9;;;
251003;0000;6;;;
251004;0000;6;;;
251005;0000;8;;;
251006;0000;12;;;
251007;0000;8;;;
251008;0000;6;;;
251009;0000;8;;;
251010;0000;7;;;
251011;0000;7;;;
251012;0000;6;;;
251013;0000;7;;;
251014;0000;5;;;
251015;0000;6;;;
251016;0000;7;;;
251017;0000;11;;;
251018;0000;10;;;
251019;0000;7;;;
251020;0000;4;;;
251021;0000;6;;;
251022;0000;6;;;
251023;0000;4;;;
251024;0000;6;;;
251025;0000;4;;;
251026;0000;3;;;
251027;0000;8;;;
251028;0000;4;;;
251029;0000;5;;;
251030;0000;5;;;
251031;0000;4;;;
251101;0000;;;;
251102;0000;;;;
251103;0000;;;;
251104;0000;5;;;
251105;0000;8;;;
251106;0000;9;;;
251107;0000;7;;;
251108;0000;7;;;
251109;0000;;;;
251110;0000;;;;
251111;0000;2;;;
251112;0000;3;;;
251113;0000;5;;;
251114;0000;7;;;
251115;0000;5;;;
251116;0000;4;;;
251117;0000;4;;;
251118;0000;;;1;
251119;0000;;;0;
251120;0000;;;0;
251121;0000;;;4;
251122;0000;9;;;
251123;0000;11;;;
251124;0000;10;;;
251125;0000;10;;;
251126;0000;5;;;
251127;0000;4;;;
251128;0000;3;;;
251129;0000;4;;;
251130;0000;2;;;
251201;0000;4;;;
251202;0000;3;;;
251203;0000;4;;;
251204;0000;3;;;
251205;0000;6;;;
251206;0000;8;;;
251207;0000;12;;;
251208;0000;10;;;
251209;0000;;;;
251210;0000;5;;;
251211;0000;5;;;
251212;0000;2;;;
251213;0000;3;;;
251214;0000;3;;;
251215;0000;2;;;
251216;0000;4;;;
251217;0000;6;;;
251218;0000;2;;;
251219;0000;4;;;
251220;0000;2;;;
251221;0000;2;;;
251222;0000;2;;;
251223;0000;3;;;
251224;0000;4;;;
251225;0000;4;;;
251226;0000;;;;
251227;0000;4;;;
251228;0000;4;;;
251229;0000;6;;;
251230;0000;6;;;
