FECHA (YYMMDD);HORA (HHMM);Registros validados;Registros preliminares;Registros no validados;
230622;0000;11;;;
230623;0000;23;;;
230624;0000;23;;;
230625;0000;13;;;
230626;0000;16;;;
230627;0000;29;;;
230628;0000;42;;;
230629;0000;79;;;
230630;0000;57;;;
230701;0000;22;;;
230702;0000;20;;;
230703;0000;15;;;
230704;0000;36;;;
230705;0000;34;;;
230706;0000;55;;;
230707;0000;60;;;
230708;0000;21;;;
230709;0000;37;;;
230710;0000;85;;;
230711;0000;80;;;
230712;0000;55;;;
230713;0000;73;;;
230714;0000;33;;;
230715;0000;53;;;
230716;0000;44;;;
230717;0000;57;;;
230718;0000;23;;;
230719;0000;18;;;
230720;0000;13;;;
230721;0000;16;;;
230722;0000;15;;;
230723;0000;35;;;
230724;0000;15;;;
230725;0000;15;;;
230726;0000;;;;
230727;0000;26;;;
230728;0000;68;;;
230729;0000;16;;;
230730;0000;39;;;
230731;0000;16;;;
230801;0000;13;;;
230802;0000;23;;;
230803;0000;43;;;
230804;0000;55;;;
230805;0000;62;;;
230806;0000;60;;;
230807;0000;;;;
230808;0000;;;;
230809;0000;29;;;
230810;0000;12;;;
230811;0000;29;;;
230812;0000;50;;;
230813;0000;39;;;
230814;0000;29;;;
230815;0000;17;;;
230816;0000;21;;;
230817;0000;21;;;
230818;0000;16;;;
230819;0000;13;;;
230820;0000;11;;;
230821;0000;13;;;
230822;0000;12;;;
230823;0000;13;;;
230824;0000;25;;;
230825;0000;35;;;
230826;0000;42;;;
230827;0000;20;;;
230828;0000;18;;;
230829;0000;23;;;
230830;0000;15;;;
230831;0000;19;;;
230901;0000;20;;;
230902;0000;36;;;
230903;0000;22;;;
230904;0000;26;;;
230905;0000;9;;;
230906;0000;13;;;
230907;0000;10;;;
230908;0000;13;;;
230909;0000;12;;;
230910;0000;9;;;
230911;0000;12;;;
230912;0000;15;;;
230913;0000;9;;;
230914;0000;7;;;
230915;0000;7;;;
230916;0000;12;;;
230917;0000;19;;;
230918;0000;27;;;
230919;0000;21;;;
230920;0000;15;;;
230921;0000;11;;;
230922;0000;9;;;
230923;0000;15;;;
230924;0000;11;;;
230925;0000;14;;;
230926;0000;15;;;
230927;0000;22;;;
230928;0000;18;;;
230929;0000;26;;;
230930;0000;24;;;
231001;0000;17;;;
231002;0000;26;;;
231003;0000;21;;;
231004;0000;37;;;
231005;0000;24;;;
231006;0000;26;;;
231007;0000;32;;;
231008;0000;37;;;
231009;0000;39;;;
231010;0000;39;;;
231011;0000;;;41;
231012;0000;19;;;
231013;0000;18;;;
231014;0000;19;;;
231015;0000;14;;;
231016;0000;17;;;
231017;0000;15;;;
231018;0000;19;;;
231019;0000;15;;;
231020;0000;11;;;
231021;0000;12;;;
231022;0000;13;;;
231023;0000;14;;;
231024;0000;13;;;
231025;0000;14;;;
231026;0000;20;;;
231027;0000;19;;;
231028;0000;14;;;
231029;0000;17;;;
231030;0000;;;30;
231031;0000;;;25;
231101;0000;;;3;
231102;0000;;;4;
231103;0000;9;;;
231104;0000;5;;;
231105;0000;7;;;
231106;0000;18;;;
231107;0000;9;;;
231108;0000;13;;;
231109;0000;4;;;
231110;0000;5;;;
231111;0000;7;;;
231112;0000;14;;;
231113;0000;10;;;
231114;0000;10;;;
231115;0000;14;;;
231116;0000;5;;;
231117;0000;5;;;
231118;0000;12;;;
231119;0000;6;;;
231120;0000;5;;;
231121;0000;8;;;
231122;0000;5;;;
231123;0000;7;;;
231124;0000;5;;;
231125;0000;5;;;
231126;0000;4;;;
231127;0000;4;;;
231128;0000;5;;;
231129;0000;7;;;
231130;0000;3;;;
231201;0000;3;;;
231202;0000;4;;;
231203;0000;7;;;
231204;0000;6;;;
231205;0000;4;;;
231206;0000;4;;;
231207;0000;5;;;
231208;0000;5;;;
231209;0000;3;;;
231210;0000;3;;;
231211;0000;3;;;
231212;0000;3;;;
231213;0000;4;;;
231214;0000;5;;;
231215;0000;6;;;
231216;0000;;;;
231217;0000;3;;;
231218;0000;5;;;
231219;0000;8;;;
231220;0000;7;;;
231221;0000;4;;;
231222;0000;2;;;
231223;0000;4;;;
231224;0000;;;;
231225;0000;3;;;
231226;0000;5;;;
231227;0000;4;;;
231228;0000;3;;;
231229;0000;4;;;
231230;0000;7;;;
231231;0000;6;;;
240101;0000;5;;;
240102;0000;3;;;
240103;0000;3;;;
240104;0000;2;;;
240105;0000;4;;;
240106;0000;4;;;
240107;0000;3;;;
240108;0000;4;;;
240109;0000;4;;;
240110;0000;4;;;
240111;0000;5;;;
240112;0000;3;;;
240113;0000;2;;;
240114;0000;3;;;
240115;0000;2;;;
240116;0000;2;;;
240117;0000;3;;;
240118;0000;4;;;
240119;0000;4;;;
240120;0000;9;;;
240121;0000;8;;;
240122;0000;8;;;
240123;0000;3;;;
240124;0000;4;;;
240125;0000;4;;;
240126;0000;;;;
240127;0000;;;;
240128;0000;;;;
240129;0000;;;;
240130;0000;;;;
240131;0000;;;;
240201;0000;;;;
240202;0000;;;;
240203;0000;;;;
240204;0000;;;;
240205;0000;;;;
240206;0000;;;;
240207;0000;4;;;
240208;0000;5;;;
240209;0000;4;;;
240210;0000;4;;;
240211;0000;3;;;
240212;0000;5;;;
240213;0000;6;;;
240214;0000;8;;;
240215;0000;8;;;
240216;0000;6;;;
240217;0000;5;;;
240218;0000;5;;;
240219;0000;10;;;
240220;0000;7;;;
240221;0000;4;;;
240222;0000;3;;;
240223;0000;5;;;
240224;0000;5;;;
240225;0000;5;;;
240226;0000;4;;;
240227;0000;3;;;
240228;0000;3;;;
240229;0000;5;;;
240301;0000;4;;;
240302;0000;7;;;
240303;0000;6;;;
240304;0000;7;;;
240305;0000;4;;;
240306;0000;5;;;
240307;0000;7;;;
240308;0000;6;;;
240309;0000;8;;;
240310;0000;5;;;
240311;0000;5;;;
240312;0000;5;;;
240313;0000;5;;;
240314;0000;6;;;
240315;0000;9;;;
240316;0000;7;;;
240317;0000;8;;;
240318;0000;14;;;
240319;0000;28;;;
240320;0000;;;3;
240321;0000;;;3;
240322;0000;;;3;
240323;0000;;;10;
240324;0000;4;;;
240325;0000;5;;;
240326;0000;5;;;
240327;0000;8;;;
240328;0000;9;;;
240329;0000;6;;;
240330;0000;16;;;
240331;0000;20;;;
240401;0000;28;;;
240402;0000;24;;;
240403;0000;14;;;
240404;0000;23;;;
240405;0000;10;;;
240406;0000;15;;;
240407;0000;22;;;
240408;0000;17;;;
240409;0000;20;;;
240410;0000;40;;;
240411;0000;40;;;
240412;0000;34;;;
240413;0000;28;;;
240414;0000;20;;;
240415;0000;25;;;
240416;0000;16;;;
240417;0000;24;;;
240418;0000;16;;;
240419;0000;20;;;
240420;0000;46;;;
240421;0000;26;;;
240422;0000;18;;;
240423;0000;30;;;
240424;0000;28;;;
240425;0000;12;;;
240426;0000;12;;;
240427;0000;14;;;
240428;0000;12;;;
240429;0000;9;;;
240430;0000;24;;;
240501;0000;40;;;
240502;0000;51;;;
240503;0000;24;;;
240504;0000;11;;;
240505;0000;14;;;
240506;0000;6;;;
240507;0000;29;;;
240508;0000;30;;;
240509;0000;54;;;
240510;0000;47;;;
240511;0000;42;;;
240512;0000;52;;;
240513;0000;107;;;
240514;0000;80;;;
240515;0000;38;;;
240516;0000;66;;;
240517;0000;124;;;
240518;0000;95;;;
240519;0000;56;;;
240520;0000;24;;;
240521;0000;49;;;
240522;0000;45;;;
240523;0000;32;;;
240524;0000;60;;;
240525;0000;89;;;
240526;0000;74;;;
240527;0000;70;;;
240528;0000;36;;;
240529;0000;32;;;
240530;0000;45;;;
240531;0000;29;;;
240601;0000;20;;;
240602;0000;40;;;
240603;0000;59;;;
240604;0000;25;;;
240605;0000;11;;;
240606;0000;12;;;
240607;0000;58;;;
240608;0000;16;;;
240609;0000;10;;;
240610;0000;4;;;
240611;0000;4;;;
240612;0000;3;;;
240613;0000;12;;;
240614;0000;11;;;
240615;0000;46;;;
240616;0000;13;;;
240617;0000;10;;;
240618;0000;18;;;
240619;0000;20;;;
240620;0000;7;;;
240621;0000;18;;;
240622;0000;23;;;
240623;0000;41;;;
240624;0000;87;;;
240625;0000;80;;;
240626;0000;11;;;
240627;0000;14;;;
240628;0000;84;;;
240629;0000;97;;;
240630;0000;33;;;
240701;0000;14;;;
240702;0000;35;;;
240703;0000;51;;;
240704;0000;71;;;
240705;0000;115;;;
240706;0000;102;;;
240707;0000;60;;;
240708;0000;86;;;
240709;0000;63;;;
240710;0000;84;;;
240711;0000;128;;;
240712;0000;101;;;
240713;0000;94;;;
240714;0000;104;;;
240715;0000;67;;;
240716;0000;42;;;
240717;0000;35;;;
240718;0000;29;;;
240719;0000;35;;;
240720;0000;54;;;
240721;0000;136;;;
240722;0000;134;;;
240723;0000;71;;;
240724;0000;29;;;
240725;0000;19;;;
240726;0000;66;;;
240727;0000;76;;;
240728;0000;92;;;
240729;0000;100;;;
240730;0000;68;;;
240731;0000;24;;;
240801;0000;7;;;
240802;0000;14;;;
240803;0000;38;;;
240804;0000;16;;;
240805;0000;17;;;
240806;0000;41;;;
240807;0000;93;;;
240808;0000;90;;;
240809;0000;64;;;
240810;0000;33;;;
240811;0000;45;;;
240812;0000;68;;;
240813;0000;70;;;
240814;0000;49;;;
240815;0000;25;;;
240816;0000;40;;;
240817;0000;81;;;
240818;0000;92;;;
240819;0000;56;;;
240820;0000;38;;;
240821;0000;17;;;
240822;0000;22;;;
240823;0000;36;;;
240824;0000;58;;;
240825;0000;46;;;
240826;0000;19;;;
240827;0000;41;;;
240828;0000;49;;;
240829;0000;53;;;
240830;0000;58;;;
240831;0000;55;;;
240901;0000;22;;;
240902;0000;14;;;
240903;0000;18;;;
240904;0000;53;;;
240905;0000;39;;;
240906;0000;17;;;
240907;0000;27;;;
240908;0000;40;;;
240909;0000;25;;;
240910;0000;17;;;
240911;0000;26;;;
240912;0000;32;;;
240913;0000;24;;;
240914;0000;28;;;
240915;0000;31;;;
240916;0000;32;;;
240917;0000;17;;;
240918;0000;19;;;
240919;0000;3;;;
240920;0000;5;;;
240921;0000;10;;;
240922;0000;7;;;
240923;0000;20;;;
240924;0000;19;;;
240925;0000;18;;;
240926;0000;30;;;
240927;0000;18;;;
240928;0000;14;;;
240929;0000;4;;;
240930;0000;4;;;
241001;0000;4;;;
241002;0000;6;;;
241003;0000;;;32;
241004;0000;19;;;
241005;0000;16;;;
241006;0000;14;;;
241007;0000;7;;;
241008;0000;15;;;
241009;0000;10;;;
241010;0000;6;;;
241011;0000;12;;;
241012;0000;18;;;
241013;0000;9;;;
241014;0000;6;;;
241015;0000;12;;;
241016;0000;10;;;
241017;0000;6;;;
241018;0000;6;;;
241019;0000;6;;;
241020;0000;10;;;
241021;0000;12;;;
241022;0000;9;;;
241023;0000;9;;;
241024;0000;7;;;
241025;0000;9;;;
241026;0000;9;;;
241027;0000;5;;;
241028;0000;7;;;
241029;0000;9;;;
241030;0000;9;;;
241031;0000;8;;;
241101;0000;8;;;
241102;0000;10;;;
241103;0000;11;;;
241104;0000;8;;;
241105;0000;10;;;
241106;0000;7;;;
241107;0000;8;;;
241108;0000;12;;;
241109;0000;9;;;
241110;0000;8;;;
241111;0000;5;;;
241112;0000;6;;;
241113;0000;3;;;
241114;0000;;;8;
241115;0000;9;;;
241116;0000;10;;;
241117;0000;5;;;
241118;0000;7;;;
241119;0000;7;;;
241120;0000;6;;;
241121;0000;5;;;
241122;0000;8;;;
241123;0000;7;;;
241124;0000;5;;;
241125;0000;7;;;
241126;0000;7;;;
241127;0000;8;;;
241128;0000;6;;;
241129;0000;6;;;
241130;0000;4;;;
241201;0000;5;;;
241202;0000;7;;;
241203;0000;3;;;
241204;0000;3;;;
241205;0000;3;;;
241206;0000;3;;;
241207;0000;3;;;
241208;0000;4;;;
241209;0000;3;;;
241210;0000;5;;;
241211;0000;4;;;
241212;0000;4;;;
241213;0000;3;;;
241214;0000;5;;;
241215;0000;5;;;
241216;0000;6;;;
241217;0000;3;;;
241218;0000;4;;;
241219;0000;5;;;
241220;0000;4;;;
241221;0000;4;;;
241222;0000;4;;;
241223;0000;3;;;
241224;0000;6;;;
241225;0000;8;;;
241226;0000;4;;;
241227;0000;6;;;
241228;0000;9;;;
241229;0000;6;;;
241230;0000;5;;;
241231;0000;6;;;
250101;0000;4;;;
250102;0000;5;;;
250103;0000;4;;;
250104;0000;3;;;
250105;0000;5;;;
250106;0000;5;;;
250107;0000;4;;;
250108;0000;3;;;
250109;0000;4;;;
250110;0000;5;;;
250111;0000;4;;;
250112;0000;5;;;
250113;0000;6;;;
250114;0000;6;;;
250115;0000;3;;;
250116;0000;3;;;
250117;0000;4;;;
250118;0000;4;;;
250119;0000;4;;;
250120;0000;4;;;
250121;0000;2;;;
250122;0000;4;;;
250123;0000;3;;;
250124;0000;5;;;
250125;0000;5;;;
250126;0000;4;;;
250127;0000;6;;;
250128;0000;5;;;
250129;0000;4;;;
250130;0000;4;;;
250131;0000;7;;;
250201;0000;4;;;
250202;0000;6;;;
250203;0000;5;;;
250204;0000;7;;;
250205;0000;6;;;
250206;0000;3;;;
250207;0000;6;;;
250208;0000;3;;;
250209;0000;5;;;
250210;0000;5;;;
250211;0000;5;;;
250212;0000;5;;;
250213;0000;5;;;
250214;0000;6;;;
250215;0000;7;;;
250216;0000;5;;;
250217;0000;5;;;
250218;0000;6;;;
250219;0000;7;;;
250220;0000;6;;;
250221;0000;6;;;
250222;0000;6;;;
250223;0000;6;;;
250224;0000;4;;;
250225;0000;;;;
250226;0000;;;;
250227;0000;7;;;
250228;0000;5;;;
250301;0000;4;;;
250302;0000;3;;;
250303;0000;5;;;
250304;0000;4;;;
250305;0000;5;;;
250306;0000;7;;;
250307;0000;7;;;
250308;0000;9;;;
250309;0000;4;;;
250310;0000;4;;;
250311;0000;6;;;
250312;0000;7;;;
250313;0000;7;;;
250314;0000;8;;;
250315;0000;9;;;
250316;0000;7;;;
250317;0000;7;;;
250318;0000;;;5;
250319;0000;;;4;
250320;0000;;;3;
250321;0000;;;4;
250322;0000;9;;;
250323;0000;4;;;
250324;0000;10;;;
250325;0000;24;;;
250326;0000;21;;;
250327;0000;11;;;
250328;0000;8;;;
250329;0000;9;;;
250330;0000;5;;;
250331;0000;9;;;
250401;0000;6;;;
250402;0000;12;;;
250403;0000;20;;;
250404;0000;17;;;
250405;0000;21;;;
250406;0000;18;;;
250407;0000;29;;;
250408;0000;25;;;
250409;0000;33;;;
250410;0000;7;;;
250411;0000;10;;;
250412;0000;15;;;
250413;0000;32;;;
250414;0000;17;;;
250415;0000;26;;;
250416;0000;16;;;
250417;0000;40;;;
250418;0000;35;;;
250419;0000;31;;;
250420;0000;36;;;
250421;0000;26;;;
250422;0000;16;;;
250423;0000;10;;;
250424;0000;10;;;
250425;0000;17;;;
250426;0000;28;;;
250427;0000;35;;;
250428;0000;13;;;
250429;0000;23;;;
250430;0000;30;;;
250501;0000;20;;;
250502;0000;27;;;
250503;0000;26;;;
250504;0000;40;;;
250505;0000;49;;;
250506;0000;30;;;
250507;0000;30;;;
250508;0000;17;;;
250509;0000;12;;;
250510;0000;19;;;
250511;0000;34;;;
250512;0000;53;;;
250513;0000;31;;;
250514;0000;37;;;
250515;0000;31;;;
250516;0000;19;;;
250517;0000;11;;;
250518;0000;40;;;
250519;0000;49;;;
250520;0000;96;;;
250521;0000;81;;;
250522;0000;99;;;
250523;0000;77;;;
250524;0000;39;;;
250525;0000;;;;
250526;0000;;;;
250527;0000;103;;;
250528;0000;70;;;
250529;0000;66;;;
250530;0000;58;;;
250531;0000;105;;;
250601;0000;116;;;
250602;0000;85;;;
250603;0000;47;;;
250604;0000;57;;;
250605;0000;22;;;
250606;0000;64;;;
250607;0000;83;;;
250608;0000;121;;;
250609;0000;111;;;
250610;0000;138;;;
250611;0000;51;;;
250612;0000;23;;;
250613;0000;20;;;
250614;0000;;;;
250615;0000;;;;
250616;0000;;;;
250617;0000;65;;;
250618;0000;66;;;
250619;0000;55;;;
250620;0000;32;;;
250621;0000;18;;;
250622;0000;;;;
250623;0000;;;;
250624;0000;39;;;
250625;0000;31;;;
250626;0000;25;;;
250627;0000;40;;;
250628;0000;50;;;
250629;0000;111;;;
250630;0000;138;;;
250701;0000;147;;;
250702;0000;111;;;
250703;0000;190;;;
250704;0000;157;;;
250705;0000;36;;;
250706;0000;9;;;
250707;0000;21;;;
250708;0000;17;;;
250709;0000;59;;;
250710;0000;86;;;
250711;0000;25;;;
250712;0000;26;;;
250713;0000;29;;;
250714;0000;20;;;
250715;0000;36;;;
250716;0000;99;;;
250717;0000;130;;;
250718;0000;65;;;
250719;0000;81;;;
250720;0000;63;;;
250721;0000;42;;;
250722;0000;103;;;
250723;0000;66;;;
250724;0000;26;;;
250725;0000;18;;;
250726;0000;33;;;
250727;0000;11;;;
250728;0000;4;;;
250729;0000;45;;;
250730;0000;8;;;
250731;0000;3;;;
250801;0000;16;;;
250802;0000;15;;;
250803;0000;70;;;
250804;0000;66;;;
250805;0000;55;;;
250806;0000;12;;;
250807;0000;38;;;
250808;0000;60;;;
250809;0000;47;;;
250810;0000;18;;;
250811;0000;11;;;
250812;0000;29;;;
250813;0000;46;;;
250814;0000;53;;;
250815;0000;53;;;
250816;0000;30;;;
250817;0000;37;;;
250818;0000;33;;;
250819;0000;17;;;
250820;0000;12;;;
250821;0000;13;;;
250822;0000;18;;;
250823;0000;11;;;
250824;0000;8;;;
250825;0000;14;;;
250826;0000;23;;;
250827;0000;17;;;
250828;0000;10;;;
250829;0000;22;;;
250830;0000;43;;;
250831;0000;25;;;
250901;0000;10;;;
250902;0000;11;;;
250903;0000;26;;;
250904;0000;72;;;
250905;0000;39;;;
250906;0000;;;;
250907;0000;13;;;
250908;0000;5;;;
250909;0000;3;;;
250910;0000;25;;;
250911;0000;50;;;
250912;0000;21;;;
250913;0000;14;;;
250914;0000;21;;;
250915;0000;27;;;
250916;0000;38;;;
250917;0000;15;;;
250918;0000;10;;;
250919;0000;14;;;
250920;0000;6;;;
250921;0000;5;;;
250922;0000;13;;;
250923;0000;12;;;
250924;0000;20;;;
250925;0000;14;;;
250926;0000;4;;;
250927;0000;4;;;
250928;0000;5;;;
250929;0000;12;;;
250930;0000;11;;;
251001;0000;10;;;
251002;0000;11;;;
251003;0000;11;;;
251004;0000;9;;;
251005;0000;13;;;
251006;0000;12;;;
251007;0000;7;;;
251008;0000;5;;;
251009;0000;3;;;
251010;0000;5;;;
251011;0000;9;;;
251012;0000;19;;;
251013;0000;6;;;
251014;0000;6;;;
251015;0000;7;;;
251016;0000;10;;;
251017;0000;7;;;
251018;0000;10;;;
251019;0000;4;;;
251020;0000;8;;;
251021;0000;8;;;
251022;0000;5;;;
251023;0000;17;;;
251024;0000;11;;;
251025;0000;;;;
251026;0000;;;;
251027;0000;6;;;
251028;0000;7;;;
251029;0000;4;;;
251030;0000;4;;;
251031;0000;6;;;
251101;0000;6;;;
251102;0000;4;;;
251103;0000;8;;;
251104;0000;9;;;
251105;0000;9;;;
251106;0000;12;;;
251107;0000;;;;
251108;0000;6;;;
251109;0000;6;;;
251110;0000;5;;;
251111;0000;3;;;
251112;0000;3;;;
251113;0000;5;;;
251114;0000;2;;;
251115;0000;3;;;
251116;0000;4;;;
251117;0000;2;;;
251118;0000;6;;;
251119;0000;5;;;
251120;0000;3;;;
251121;0000;5;;;
251122;0000;6;;;
251123;0000;4;;;
251124;0000;5;;;
251125;0000;11;;;
251126;0000;5;;;
251127;0000;5;;;
251128;0000;5;;;
251129;0000;3;;;
251130;0000;3;;;
251201;0000;4;;;
251202;0000;3;;;
251203;0000;1;;;
251204;0000;3;;;
251205;0000;3;;;
251206;0000;3;;;
251207;0000;6;;;
251208;0000;4;;;
251209;0000;5;;;
251210;0000;2;;;
251211;0000;1;;;
251212;0000;1;;;
251213;0000;2;;;
251214;0000;2;;;
251215;0000;1;;;
251216;0000;2;;;
251217;0000;2;;;
251218;0000;1;;;
251219;0000;3;;;
251220;0000;3;;;
251221;0000;2;;;
251222;0000;2;;;
251223;0000;2;;;
251224;0000;4;;;
251225;0000;2;;;
251226;0000;2;;;
251227;0000;2;;;
251228;0000;2;;;
251229;0000;2;;;
251230;0000;4;;;
